original_url,im_url,im_id,crop_box,crop_box_concept,im_name,im_description,labels,concepts,boxes,optional,box_statuses,box_sources,box_reasons,issue_types,vis_uri
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301017625IVORYNAVY_1.jpg?v=1744181217,https://vis.data.visenze.com/v1/image/original/3ee7cf6be28e3c9ed10a3673dd372aa9,ba1eb8099e5cc632,,,Wardrobe Navy Stripe Printed Shirt,,,"top,eyewear,bottom,bag,earring,earring","[219,232,674,841],[335,114,491,186],[257,761,630,1021],[175,783,301,978],[334,175,359,214],[475,175,492,211]","true,true,true,true,true,true","no_issue,no_issue,no_issue,human_drawn,human_drawn,human_drawn","model,model,model,human,human,human","["","","","","","",manual_bbox_added,manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",3ee7cf6be28e3c9ed10a3673dd372aa9
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301033321WHITERED_1.jpg?v=1755789983,https://vis.data.visenze.com/v1/image/original/18238d0bd1614ee7ae79dee02be7738f,e4f953566245df96,,,Studiofit White Ribbed-Textured Polo T-Shirt,,,"top,hair_accessories,bottom","[143,222,664,625],[250,90,377,178],[197,629,562,1019]","true,true,true","no_issue,human_drawn,human_drawn","model,human,human","["","",manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue",18238d0bd1614ee7ae79dee02be7738f
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300990841BLACK_1.jpg?v=1728571467,https://vis.data.visenze.com/v1/image/original/73faf523bfa4179162831c79294394cc,36b6f4e7e8a87e01,,,Vark Black Embroidered Stitched Blouse,,,"ethnic_wear,bag,earring,earring,eyewear,shoe,ring,bracelet","[162,198,740,890],[372,519,500,654],[345,163,380,211],[416,166,449,211],[364,106,453,154],[160,832,326,957],[391,459,413,482],[297,301,336,328]","true,true,true,true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,human_drawn,human_drawn","model,model,model,model,model,model,human,human","["","","","","","","","","","","","",manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",73faf523bfa4179162831c79294394cc
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301014172IVORY_1.jpg?v=1743672857,https://vis.data.visenze.com/v1/image/original/1f73afdcee58d42d2ca12c714f43636c,7fa85d9e424af0d9,,,Wardrobe Ivory Solid Shirt Dress with Belt,,,"dress,eyewear,shoe,earring,ring,shoe,bag","[315,142,614,680],[367,69,447,119],[369,919,473,1019],[458,104,472,122],[575,560,586,570],[473,878,529,949],[312,581,379,700]","true,true,true,true,true,true,true","no_issue,no_issue,no_issue,human_drawn,human_drawn,human_drawn,human_drawn","model,model,model,human,human,human,human","["","","","","","",manual_bbox_added,manual_bbox_added,manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",1f73afdcee58d42d2ca12c714f43636c
https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300831352001_3_8b9c1087-9d8c-45fa-8efc-2edf5cf40ec4.jpg?v=1667823476,https://vis.data.visenze.com/v1/image/original/3c56291a5b2a5ed19bdc861c125a226f,a9990f313a543c67,,,Wardrobe Off White Polkadot Print Shirt,,,"bottom,top,shoe,shoe,ring","[264,359,605,948],[293,167,597,557],[239,895,317,1013],[440,908,514,1016],[559,567,572,574]","true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,human_drawn","model,model,model,model,human","["","","","","","","","",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue",3c56291a5b2a5ed19bdc861c125a226f
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300992813WHITE_1.jpg?v=1726141637,https://vis.data.visenze.com/v1/image/original/4cece32ed1e05acd80bceed35cb428ea,dfaafe3567b6df25,,,Nuon White Schiffli Detailed A-Line Cotton Dress,,,"dress,bag,shoe,shoe,earring,earring","[248,157,516,617],[240,416,323,531],[430,859,498,961],[324,925,398,1022],[324,107,337,125],[397,96,415,110]","true,true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,human_drawn,human_drawn","model,model,model,model,human,human","["","","","","","","","",manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",4cece32ed1e05acd80bceed35cb428ea
https://cdn.shopify.com/s/files/1/0266/6276/4597/products/300910787JADE_4.jpg?v=1660369656,https://vis.data.visenze.com/v1/image/original/c52feeeb30b344a613daff09a493678e,440fcbe41b22fe7e,,,Nuon Green Ribbed One-Shoulder Top,,,"top,bottom,earring,ring","[181,343,401,598],[287,547,767,960],[219,291,245,324],[65,727,78,746]","true,true,true,true","no_issue,no_issue,no_issue,human_drawn","model,model,model,human","["","","","","","",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue",c52feeeb30b344a613daff09a493678e
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300967517WHITE_1_a1fc32a7-9156-4e26-9eac-d20884779ff5.jpg?v=1711095536,https://vis.data.visenze.com/v1/image/original/57c638b67cbb64e16f54b5a6a697666d,f4deb725f3b4cebf,,,Zuba White Embroidered Cotton A-Line Kurta,,,"ethnic_wear,bracelet,shoe,shoe,ring","[222,142,562,862],[310,273,362,330],[305,914,421,1003],[435,937,572,1023],[285,275,293,285]","true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,human_drawn","model,model,model,model,human","[""The person is wearing multiple bracelets on the left wrist and a ring on the left hand's finger. No other accessories from the target classes are clearly visible."",""The person is wearing multiple bracelets on the left wrist and a ring on the left hand's finger. No other accessories from the target classes are clearly visible."",""The person is wearing multiple bracelets on the left wrist and a ring on the left hand's finger. No other accessories from the target classes are clearly visible."",""The person is wearing multiple bracelets on the left wrist and a ring on the left hand's finger. No other accessories from the target classes are clearly visible."",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue",57c638b67cbb64e16f54b5a6a697666d
https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300844039_060_4.jpg?v=1605116084,https://vis.data.visenze.com/v1/image/original/9bb6560a3ea293c37e8507a409bb2a37,f053d0db24dbb86c,,,Utsa Blue Knitted Phiran A-line Kurta,,,"dress,earring,shoe,shoe,ring","[210,167,548,926],[307,118,336,166],[242,915,323,1015],[426,932,536,1018],[445,489,462,495]","true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,human_drawn","model,model,model,model,human","[""The image clearly shows a ring on the person's finger and earrings on their ears. No other target accessory classes are visible."",""The image clearly shows a ring on the person's finger and earrings on their ears. No other target accessory classes are visible."",""The image clearly shows a ring on the person's finger and earrings on their ears. No other target accessory classes are visible."",""The image clearly shows a ring on the person's finger and earrings on their ears. No other target accessory classes are visible."",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue",9bb6560a3ea293c37e8507a409bb2a37
https://cdn.shopify.com/s/files/1/0266/6276/4597/products/300912275MINT_4.jpg?v=1664543512,https://vis.data.visenze.com/v1/image/original/38b13bdf2f13cb81f06deeed8a455f80,f378f3bba5a806e1,,,Bombay Paisley Sage Knitted Cardigan,,,"bottom,top,shoe,shoe,ring,ring,ring,earring","[288,375,603,947],[325,171,628,450],[254,901,383,1020],[526,899,612,1020],[496,384,506,393],[505,394,514,404],[334,566,350,581],[484,112,498,129]","true,true,true,true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,human_drawn,human_drawn,human_drawn,human_drawn","model,model,model,model,human,human,human,human","["","","","","","","","",manual_bbox_added,manual_bbox_added,manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",38b13bdf2f13cb81f06deeed8a455f80
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301038855BLACK_1.jpg?v=1758184898,https://vis.data.visenze.com/v1/image/original/989dfef7043738cbab003f60f540fb55,aa6addac08229a9b,,,Wardrobe Black Solid Wrap-Style Dress,,,"dress,bag,earring,earring,eyewear,ring,bracelet","[170,212,573,968],[194,380,396,600],[325,156,363,219],[423,143,466,202],[320,81,450,148],[277,582,288,600],[539,689,588,729]","true,true,true,true,true,true,true","no_issue,no_issue,no_issue,no_issue,no_issue,human_drawn,human_drawn","model,model,model,model,model,human,human","["","","","","","","","","","",manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",989dfef7043738cbab003f60f540fb55
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301018276MULTI_1.jpg?v=1745594437,https://vis.data.visenze.com/v1/image/original/205ba56662cd68db8bc530cb6227d3b9,b9f99bfa2326cd83,,,LOV Multicolour Abstract Design Cotton-Blend Top,,,"dress,shoe,earring,shoe","[283,173,515,625],[389,910,476,985],[363,131,378,147],[281,939,396,978]","true,true,true,true","no_issue,no_issue,human_drawn,human_drawn","model,model,human,human","["","","","",manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue",205ba56662cd68db8bc530cb6227d3b9
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301015536BLACK_1.jpg?v=1740057931,https://vis.data.visenze.com/v1/image/original/8af1091b3c2308cf970471bd6d877492,7a00cf27502a1115,,,WES Formals Black Checks Design Relaxed-Fit Cotton Shirt,,,"top,bottom,belt","[223,259,667,758],[215,686,562,1023],[0,0,0,0]","true,true,true","no_issue,no_issue,type2_missing","model,model,model_missed","bracelets,earrings,or watches are visible."",""The image clearly shows a belt worn around the waist with a visible buckle and leather strap. No other accessories such as rings,bracelets,earrings,or watches are visible."",""The image clearly shows a belt worn around the waist with a visible buckle and leather strap. No other accessories such as rings,bracelets,earrings,or watches are visible."",""The image clearly shows a belt worn around the waist with a visible buckle and leather strap. No other accessories such as rings,bracelets,earrings,or watches are visible.""]","no_issue,no_issue,recall",8af1091b3c2308cf970471bd6d877492
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301050707OFFWHITE_1.jpg?v=1778066703,https://vis.data.visenze.com/v1/image/original/5889e662bac9d3259f4d4b977f4d9343,52ceb0650960d9a0,,,Bombay Paisley Cream Crochet-Knitted A-Line Dress,,,"dress,bracelet,shoe,earring,shoe","[276,186,521,886],[459,470,523,521],[339,894,426,1013],[409,121,422,142],[411,875,481,941]","true,true,true,true,true","no_issue,no_issue,no_issue,human_drawn,human_drawn","model,model,model,human,human","[""The woman is wearing multiple bracelets on her right wrist and visible hoop earrings on both ears. No other target accessories such as bag,belt,necklace,watch,etc.,are clearly visible in the image."",""The woman is wearing multiple bracelets on her right wrist and visible hoop earrings on both ears. No other target accessories such as bag,belt,necklace,watch,etc.,are clearly visible in the image."",""The woman is wearing multiple bracelets on her right wrist and visible hoop earrings on both ears. No other target accessories such as bag,belt,necklace,watch,etc.,are clearly visible in the image."",manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue",5889e662bac9d3259f4d4b977f4d9343
https://cdn.shopify.com/s/files/1/0266/6276/4597/products/300901281-MINT_4.jpg?v=1652527279,https://vis.data.visenze.com/v1/image/original/5a1879c713ebe3fda28517de7e8b2214,98df853310c71059,,,Utsa Sea Green Mirror-Detailed Kaftan,,,"ethnic_wear,bracelet,shoe,earring","[278,166,580,691],[517,466,565,505],[312,897,501,1020],[486,152,499,169]","true,true,true,true","no_issue,no_issue,no_issue,human_drawn","model,model,model,human","[""The image clearly shows a visible earring on the person's ear and a bracelet on the wrist. No other target accessories such as bag,belt,gloves,hair accessories,headwear,necklace,ring,scarf,tie,watch,or eyewear are clearly visible."",""The image clearly shows a visible earring on the person's ear and a bracelet on the wrist. No other target accessories such as bag,belt,gloves,hair accessories,headwear,necklace,ring,scarf,tie,watch,or eyewear are clearly visible."",""The image clearly shows a visible earring on the person's ear and a bracelet on the wrist. No other target accessories such as bag,belt,gloves,hair accessories,headwear,necklace,ring,scarf,tie,watch,or eyewear are clearly visible."",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue",5a1879c713ebe3fda28517de7e8b2214
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301027727WHITE_1.jpg?v=1752127654,https://vis.data.visenze.com/v1/image/original/2f4784ca3a96cc0cd788ab7a958575e0,0da352e1b43f21d6,,,Studiofit White Ribbed Cotton-Blend T-Shirt,,,"top,bottom,earring","[219,258,616,719],[224,670,589,1021],[439,163,454,181]","true,true,true","no_issue,no_issue,human_drawn","model,model,human","[""The image clearly shows small earrings on the person's ears. No other accessories such as bags,belts,bracelets,eyewear,gloves,hair accessories,headwear,necklaces,rings,scarves,ties,or watches are visible."",""The image clearly shows small earrings on the person's ears. No other accessories such as bags,belts,bracelets,eyewear,gloves,hair accessories,headwear,necklaces,rings,scarves,ties,or watches are visible."",manual_bbox_added]","no_issue,no_issue,no_issue",2f4784ca3a96cc0cd788ab7a958575e0
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300967032NATURAL_1.jpg?v=1709735568,https://vis.data.visenze.com/v1/image/original/7ee39d30ae82aed40732671ed9b88171,0c2316a271332ad6,,,Utsa Off-White Floral Print Cotton Kurta,,,"ethnic_wear,shoe,shoe,earring","[227,144,607,944],[389,931,478,1023],[205,944,334,1023],[490,100,505,115]","true,true,true,true","no_issue,no_issue,no_issue,human_drawn","model,model,model,human","[""The model is wearing visible earrings on both ears. No other accessories such as bags,belts,bracelets,eyewear,gloves,hair accessories,headwear,necklaces,rings,scarves,ties,or watches are clearly visible in the image."",""The model is wearing visible earrings on both ears. No other accessories such as bags,belts,bracelets,eyewear,gloves,hair accessories,headwear,necklaces,rings,scarves,ties,or watches are clearly visible in the image."",""The model is wearing visible earrings on both ears. No other accessories such as bags,belts,bracelets,eyewear,gloves,hair accessories,headwear,necklaces,rings,scarves,ties,or watches are clearly visible in the image."",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue",7ee39d30ae82aed40732671ed9b88171
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300987398WHITE_1.jpg?v=1720704980,https://vis.data.visenze.com/v1/image/original/7daaccc34c1e5101068b33550911c379,aaf110ee20f40994,,,Studiofit White Ribbed Textured Cut-Out Cotton Blend Top,,,"top,bottom,bracelet","[190,243,609,736],[212,671,571,1023],[516,735,560,765]","true,true,true","no_issue,no_issue,human_drawn","model,model,human","[""The model is wearing a thin bracelet on the left wrist. No other accessories such as bag,belt,earrings,eyewear,gloves,hair accessories,headwear,necklace,ring,scarf,tie,or watch are clearly visible."",""The model is wearing a thin bracelet on the left wrist. No other accessories such as bag,belt,earrings,eyewear,gloves,hair accessories,headwear,necklace,ring,scarf,tie,or watch are clearly visible."",manual_bbox_added]","no_issue,no_issue,no_issue",7daaccc34c1e5101068b33550911c379
https://cdn.shopify.com/s/files/1/0266/6276/4597/products/300928576RED_3.jpg?v=1700645322,https://vis.data.visenze.com/v1/image/original/7dde3fd7fae3c36622804f4ec791b0ed,e6b489ce6f225c79,,,Nuon Red Smocked Top,,,"top,necklace,bottom,ring,ring,ring","[251,289,547,670],[334,263,461,329],[192,641,589,1021],[257,888,295,904],[268,865,294,885],[599,930,618,950]","true,true,true,true,true,true","no_issue,no_issue,no_issue,human_drawn,human_drawn,human_drawn","model,model,model,human,human,human","[""The image clearly shows rings on the model's fingers and a necklace around the neck. No other target accessories are clearly visible."",""The image clearly shows rings on the model's fingers and a necklace around the neck. No other target accessories are clearly visible."",""The image clearly shows rings on the model's fingers and a necklace around the neck. No other target accessories are clearly visible."",manual_bbox_added,manual_bbox_added,manual_bbox_added]","no_issue,no_issue,no_issue,no_issue,no_issue,no_issue",7dde3fd7fae3c36622804f4ec791b0ed
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300975441TURQUOISE_1.jpg?v=1721382509,https://vis.data.visenze.com/v1/image/original/086c6434e12e509785451fc8aa971eb7,b9b080417318107d,,,Utsa Turquoise Paisley Embroidered A-Line Cotton Kurta,,,"ethnic_wear,shoe,shoe,ring","[199,150,527,832],[284,930,386,1021],[451,935,572,1022],[481,554,492,569]","true,true,true,true","no_issue,no_issue,no_issue,human_drawn","model,model,model,human","[""The image shows a woman wearing a ring on her right hand's finger. No other accessories such as bag,belt,bracelet,earring,eyewear,gloves,hair accessories,headwear,necklace,scarf,tie,or watch are clearly visible."",""The image shows a woman wearing a ring on her right hand's finger. No other accessories such as bag,belt,bracelet,earring,eyewear,gloves,hair accessories,headwear,necklace,scarf,tie,or watch are clearly visible."",""The image shows a woman wearing a ring on her right hand's finger. No other accessories such as bag,belt,bracelet,earring,eyewear,gloves,hair accessories,headwear,necklace,scarf,tie,or watch are clearly visible."",manual_bbox_added]","no_issue,no_issue,no_issue,no_issue",086c6434e12e509785451fc8aa971eb7
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301014816BEIGE_1.jpg?v=1742363749,https://vis.data.visenze.com/v1/image/original/df28c9edfe0a6a980017e7cb7df5c841,73a58f4b3f70a50a,,,Nuon Beige Self-Textured Shirt,,,"top,bottom,earring","[148,257,579,705],[195,658,609,1022],[442,192,463,226]","true,true,true","no_issue,no_issue,human_drawn","model,model,human","[""The model is clearly wearing hoop earrings on both ears. No other accessories such as bags,belts,bracelets,necklaces,rings,gloves,hair accessories,headwear,scarves,ties,eyewear,or watches are visible in the image."",""The model is clearly wearing hoop earrings on both ears. No other accessories such as bags,belts,bracelets,necklaces,rings,gloves,hair accessories,headwear,scarves,ties,eyewear,or watches are visible in the image."",manual_bbox_added]","no_issue,no_issue,no_issue",df28c9edfe0a6a980017e7cb7df5c841
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/MP_100001_300957490001_1.jpg?v=1709278658,https://vis.data.visenze.com/v1/image/original/c6d560c1317b20a6b683ca240c3ffe4d,aa1fb90c7367b0b6,,,WES Formals Crisp Solid Beige Shirt,,,"top,bottom,belt","[206,207,746,873],[291,665,682,1022],[0,0,0,0]","true,true,true","no_issue,no_issue,type2_missing","model,model,model_missed","[""The image clearly shows a belt worn around the waist with visible belt loops and a buckle area. No other accessories such as rings,bracelets,earrings,or watches are visible."",""The image clearly shows a belt worn around the waist with visible belt loops and a buckle area. No other accessories such as rings,bracelets,earrings,or watches are visible."",""The image clearly shows a belt worn around the waist with visible belt loops and a buckle area. No other accessories such as rings,bracelets,earrings,or watches are visible.""]","no_issue,no_issue,recall",c6d560c1317b20a6b683ca240c3ffe4d
