original_url,im_url,im_id,crop_box,crop_box_concept,im_name,im_description,labels,concepts,boxes,optional,box_statuses,box_sources,box_reasons,issue_types
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061002001_4.jpg?v=1770131894,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/40ba5db59009f1c1.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=/znCXy3HONIMfKekPjPC47JMc9AWoRoSWpiF/ugb1WE%3D,cea7a4e85902e679,,,Yellow Lab Diamond Flower Bracelet,,,bracelet,"[320,454,526,589]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061029001_4_0d5dce48-91f1-450a-96c1-23d0fc81e1d8.jpg?v=1772024431,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/0b70007ab51fe6f8.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=7Cvxce5Q0swnPlCUGZjEA3Pj8Pmnrb3YRNOmkUXOp30%3D,6161815f1c914eb1,,,Yellow Lab Diamond Cluster Diamond Ring,,,ring,"[556,668,639,707]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/POMELLODAY115376_5f957462-d5ee-410b-80bf-036283ff4147.jpg?v=1766395918,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/15e53046c096e3bd.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=qIXEf9bQeZNHUFgtpCVP2S6k8HvUzIGWwu/3TG2Arfk%3D,629649e59db176c7,,,Classic Comet Solitaire Lab Diamond Ring,,,ring,"[194,655,380,759]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/POMELLODAY115166.jpg?v=1766389197,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3fdbfa500713f1d8.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=R3DDIDVW9IgYx81y0bEbFc3eN4%2B4DOkas96yB%2BDEGyI%3D,41574589e54f094b,,,Sleek Wave Lab Diamond Ring,,,"ring,ring,ring,outerwear","[288,267,323,337],[447,677,487,746],[185,158,235,223],[0,0,767,1019]","true,true","fp_incorrect,no_issue","model,model","[""must_include_category"", ""must_include_category""]","precision,no_issue"
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061009001_4.jpg?v=1770185662,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/ba932d7b1a2c653b.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=PRuTPYhaCSx93IbKrUhk0Vj3B3X6d8pQ4kKhxR8t7e0%3D,ef7beae96f9aff04,,,Yellow Lab Diamond Flower Earrings,,,earring,"[184,319,228,368]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061006001_1.jpg?v=1775221333,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a2f204d700cdd8c4.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=WYVb8p2tC792atujfp0SfgzD68var1nXa481ivv9l9M%3D,f14f7d82c1af1eae,,,Oval Pave Solitaire Lab Diamond Bracelet,,,bracelet,"[178,746,431,894]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053859001_4.jpg?v=1765946739,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/342ebba260de0b17.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=2MmZOUHFa11dR8VNt194dC4FhJKs93/7EQUWZ94ommw%3D,8bc5b25e6355f6c9,,,Mini Comet Solitaire Lab Diamond Ring,,,ring,"[387,441,431,565]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061004001_4.jpg?v=1770185812,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/71ed0c3f33dc676f.jpg?se=2026-08-19T03%3A46%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=j3vNqGQq/It3vaucb1S9KMHPjn3m52ElcDiNlfRP6mA%3D,355df5bd1af688d0,,,Yellow Lab Diamond Dangle Bracelet,,,"bracelet,ring","[165,737,410,867],[136,995,188,1022]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053857001_5.jpg?v=1765946532,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/2c45e0ca418f666f.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=8YOvpFnR2%2BXK6ODBiQIyZtysFDLhYU4qqXEU/jvXqHQ%3D,0835fdc1d0d01c16,,,Classic Comet Solitaire Lab Diamond Ring,,,ring,"[317,301,384,402]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053847001_5.jpg?v=1765951766,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/47a847c2af272328.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=9lw8D6hXsNSp%2B/W5kgNRoTPqVT0huaY8is4u%2B3SkPAE%3D,f15e14d158845a77,,,Petite Comet Solitaire Lab Diamond Stud Earrings,,,earring,"[648,166,675,194]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301028719001_4.jpg?v=1766388386,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/c6e439e0dd95eae7.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=6Nc1gcR%2BkiV72WYXIimXAFBuLBbFiCDirw5Fz8f8568%3D,9c3b5d6d42fce611,,,Solitaire Lab Diamond Ring,,,"ring,top,earring","[403,364,459,405],[0,494,767,1023],[555,441,565,460]","true,true","fp_incorrect,no_issue","model,model","[""must_include_category"", ""must_include_category""]","precision,no_issue"
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061007001_4.jpg?v=1770185839,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b1196addd5be054e.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=vqqk8RtNR7zETY3G2InvJ%2BbxVqfhQdoK20lPoxDUQuM%3D,9d8cc87ee61d11f4,,,Yellow Lab Diamond Star Disc Earrings,,,"earring,top","[323,438,350,468],[0,713,756,1023]","true,true","fp_incorrect,no_issue","model,model","[""must_include_category"", ""must_include_category""]","precision,no_issue"
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053850001_4.jpg?v=1765946312,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/df7bb1eb8b846c0e.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=6QfNoSSbN8zuHur%2BMmEIEXYpZDoDKl8d8zV4r5hS9YY%3D,b5b1d2334ea3335c,,,Mini Comet Solitaire Lab Diamond Stud Earrings,,,"earring,necklace","[208,337,234,363],[23,738,166,776]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061027002_4.jpg?v=1770185857,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/e75bd55e225889a7.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=JjCgNvDlL3ptt7ebZxadhHcZuoa0R334b3z6bNw%2BE3s%3D,5b57fb19edf8769c,,,Yellow Lab Diamond Stardust Ring,,,"ring,necklace","[282,709,333,784],[599,470,767,645]","true,true","fp_incorrect,fp_incorrect","model,model","[""must_include_category"", ""must_include_category""]","precision,precision"
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061011001_4.jpg?v=1770131581,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f2a5184523292da9.jpg?se=2026-08-19T03%3A46%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=FdJs/abi7MCc8d0HgLe2nf0vosLbYreR2xHpWcYYQ98%3D,ee727a07e4acd40d,,,Yellow Lab Diamond Heart Earrings,,,earring,"[596,368,632,405]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/RG706285_4.jpg?v=1775216734,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/664b57c3ddd1b95f.jpg?se=2026-08-19T03%3A46%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=ThninvyAq6L0xbwus61qBLLLsBsWuMvwvjVQ6applBI%3D,9955a26d8da246e4,,,Lab Diamond Eternity Ring,,,ring,"[152,587,231,720]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301028713001_4.jpg?v=1766125087,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/9342243fe62ea419.jpg?se=2026-08-19T03%3A46%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=QCUbiSaYdP/Vf%2BwWKvk7pEwUbJ867Yw%2BbYpVux64WRA%3D,b9539c2c3d141620,,,Gold Cluster Gold Plated Lab Diamond Stud Earrings,,,earring,"[221,557,272,629]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301053856001_4.jpg?v=1765946517,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/bfa15e304ef8bd9b.jpg?se=2026-08-19T03%3A46%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=TO1HovknmXzGgOpLYPspBdIyHpwP2/87k%2BufIvK8vIc%3D,3457c8313c9a92e5,,,Petite Comet Solitaire Lab Diamond Ring,,,"bracelet,ring","[416,197,619,367],[244,659,327,700]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/KE304898_4.jpg?v=1775207930,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/c037051bbcb56cda.jpg?se=2026-08-19T03%3A46%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=BNfpfSel9NI60nYJnSETexBVTL4bX9cVH2lHxy1IAM8%3D,4362c4f3a7a6e69c,,,Pave Lab Diamond J-Shaped Hoop Earrings,,,"earring,bracelet","[566,313,591,369],[0,932,148,1012]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061018001_1.jpg?v=1775221342,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/2904500b75a9d3a3.jpg?se=2026-08-19T03%3A46%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=zPsOQ8DIO/IXKe6tgVkOJsso8qS0l3iRaetP4hzctOY%3D,88491678f128f8bc,,,Floral Lab Diamond Stud Earrings,,,earring,"[528,331,576,377]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/WSPOMEJEWELLERTY_BR_2025_04_1812639_1c77a994-2566-41c0-abaa-0ff11033e62a.jpg?v=1766396330,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1bb90b1742581e41.jpg?se=2026-08-19T03%3A46%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=vYCKg/ziLurAm%2BRfIbETj91Du73RoBq18GhquO6Uzak%3D,64c6ba3b482c9cdd,,,Gold Classic Floral Ring,,,"ring,bracelet","[433,603,517,653],[0,7,13,35]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301028710001_4.jpg?v=1766125014,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1ca9108f5bcf4781.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=gyzK83R7C2ChHAATnjp6xBkXK1YCGQ85ddd4ec0fJHk%3D,0e8449e9358049b5,,,Lab Diamond Stud Earrings,,,earring,"[601,543,634,603]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061036001_1.jpg?v=1775221334,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/ae4463638ff1c2d1.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=h5qZavn6h8D%2BHs08u7sKY4PbT0nd3JjQhIsEvb8OI6s%3D,9c6158f5fc1e0bfe,,,Floral Diamond Ring,,,ring,"[344,435,482,598]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/KR109279_4.jpg?v=1775208749,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/c2c42f59659fb2f6.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=5v/pwH7yB6XbiMwI3umCYtWIh2PZlQQkKWp4/GfpsYQ%3D,f4b8271d9f47cdd6,,,Lab Diamond Bezel Stacker Ring,,,ring,"[400,431,512,502]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061005001_1.jpg?v=1775221333,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/bb883f3d440f112e.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=ofTOkjhhzVZnA%2BCht0ZvYKYlM4rzIaGHqU0CVXbtkBE%3D,012ac7a4876a51c7,,,Lab Diamond Tennis Bracelet,,,"bracelet,watch","[517,261,576,564],[0,230,767,384]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/KE304909_4.jpg?v=1775216664,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/e81950cfc4b828ca.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=paMOdufYn61%2B/6CU7KfbOkx1NJs79lryRxAc97JIvas%3D,2b783772f289af72,,,Pave Lab Diamond Classic Hoop Earrings,,,earring,"[629,311,652,434]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061001001_4.jpg?v=1770185933,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/d24115d209a48afb.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=8s26Kea3uxvN03EiEFLIPgmhJkHzJT2o9TJcQhsa6G8%3D,00b5395525a3bd0c,,,Yellow Lab Diamond Star Bracelet,,,bracelet,"[397,536,569,1005]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061037001_1.jpg?v=1775221334,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1884688fad2425a0.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=KfNtqPYoQNWDkW2wXvwDQof01uXBgISIsrOS7Gk%2BMgM%3D,c7abbdc71f45fb93,,,Oval Halo Lab Diamond Ring,,,ring,"[407,414,523,514]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/ER00123-070_4.jpg?v=1775635609,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/bc4745776e642ded.jpg?se=2026-08-19T03%3A46%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=KA6IVB4zGhyW/KvJLYp6M/EOFvin1aPvWTTf6Lwoi6Q%3D,1ef31c4dbbba252d,,,Oval Double Halo Lab Diamond Stud Earrings,,,earring,"[579,313,625,372]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061008001_4.jpg?v=1770131427,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3a7fa355d389fe01.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=i8a0Njjg9gMya7Zy78oB8hc1eEft8b42pyc4bEYq%2Ba8%3D,6ddcf28222822197,,,Yellow Lab Diamond Star Earrings,,,earring,"[546,403,570,427]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/KR106555_4.jpg?v=1775208881,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/75f93a6a149c8d3e.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=WQmx7KZNWAsAnm76RsSWSM6GkjB89jAU6yNDA5AI2iU%3D,bff910a91e33fec5,,,Lab Diamond Eternity Stacker Ring,,,ring,"[255,305,350,369]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/ER00064_4.jpg?v=1775240940,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/cabf68506fcbb178.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=Ukgaqxtvm4s%2BfKrLE2CekT556ccpjiGcjtQtoIxcZgk%3D,257947e23abcc211,,,Round Halo Lab Diamond Stud Earrings,,,"earring,ring","[492,366,516,394],[231,988,274,1022]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301061010001_4.jpg?v=1770131448,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/89cbd65c35839568.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=uVqjSBH3qVzJ%2BLo%2BbLNP%2BzQ2cvTvqrjWkJLXGSmIHmg%3D,ddc6a61cf90f63ca,,,Yellow Lab Diamond Butterfly Earrings,,,earring,"[635,333,685,385]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/NOTAG4.jpg?v=1773410608,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a9bd86c65cece845.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=9dKYrJsoPFgPQzkrUtrN7LnkrFBMsakoi1r0iX89CBk%3D,f7799799b0cf00c0,,,Yellow Lab Diamond Chevron Ring,,,ring,"[227,598,303,731]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/301028712001_4.jpg?v=1766124961,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3ffc639d95bac596.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=ZTs98NslSjhdEsRvV4QW6lAboQO7wYqT1BCgtcn607A%3D,c605fa95a1b9d856,,,Gold Rosette Lab Diamond Stud Earrings,,,earring,"[274,575,311,614]",true,fp_incorrect,model,"[""must_include_category""]",precision
https://cdn.shopify.com/s/files/1/0266/6276/4597/files/300995654BLUE_1.jpg?v=1729741577,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f44d40bd9237a2b5.jpg?se=2026-08-19T03%3A46%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=eY9mBVh9kvb7HcmsNSaat5e/f8k/t2Mg9Vkyf8SEcUw%3D,1772188d680c9ce1,,,WES Formals Blue Ultra Slim-Fit Mid-Rise Trousers,,,"earring,outerwear,bottom,bag,shoe,shoe","[405,132,429,166],[287,169,583,556],[309,468,521,935],[234,583,360,847],[404,908,476,978],[288,917,364,992]","true,true,true,true,true,true","fp_incorrect,no_issue,no_issue,no_issue,no_issue,no_issue","model,model,model,model,model,model","[""The person is clearly holding a black bag in their left hand. No other accessories such as belt, bracelet, earring, eyewear, gloves, hair accessories, headwear, necklace, ring, scarf, tie, or watch are visible."", ""The person is clearly holding a black bag in their left hand. No other accessories such as belt, bracelet, earring, eyewear, gloves, hair accessories, headwear, necklace, ring, scarf, tie, or watch are visible."", ""The person is clearly holding a black bag in their left hand. No other accessories such as belt, bracelet, earring, eyewear, gloves, hair accessories, headwear, necklace, ring, scarf, tie, or watch are visible."", ""The person is clearly holding a black bag in their left hand. No other accessories such as belt, bracelet, earring, eyewear, gloves, hair accessories, headwear, necklace, ring, scarf, tie, or watch are visible."", ""The person is clearly holding a black bag in their left hand. No other accessories such as belt, bracelet, earring, eyewear, gloves, hair accessories, headwear, necklace, ring, scarf, tie, or watch are visible."", ""The person is clearly holding a black bag in their left hand. No other accessories such as belt, bracelet, earring, eyewear, gloves, hair accessories, headwear, necklace, ring, scarf, tie, or watch are visible.""]","precision,no_issue,no_issue,no_issue,no_issue,no_issue"
