catalog_name,product_id,title,brand,colour,category,im_url,im_id
aijo_luxe,410447093_black,Women Floral Sweetheart-Neck Dress,LABEL RITU KUMAR,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/c909373396b68876.jpg?se=2026-08-22T08%3A21%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=pC1HVDDNc5uKsWN4LklSkxI9MWyqNxU0/k8z%2B/%2B6Ud4%3D,80ff3d1cb4587acb
aijo_luxe,410536996_1b00v,La Medusa Canvas Mini Tote Bag,VERSACE,,"Bags, Belts & Wallets",https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/32117cd21e2dd189.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=l5NdW9nKO5tExA9kWU6PjfHTB0EP1T2MNWzZTpXEHM8%3D,d9fabdacb0ec83b6
aijo_luxe,701900943_gold,Women Gold-Plated Stone-Studded Chandbali Earrings ,Indinoor,,Fashion Jewellery,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1440798a3f7b31fa.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=pxizmKjsIKpebXpClK3W%2BU6xFkoYGA224iBkiT7VGKA%3D,2b2d9dbe51b2e9e0
aijo_luxe,410236333_red00,Ikat Print Saree with Contrast Border,SATYA PAUL,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a4cac3143b48dc63.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=7Tmj55B4dtfZtovopZ8Ugo4W3V2DhSOm6%2BdNtmtsSKM%3D,7dc4ac0ca894798b
aijo_luxe,410446298_navy,Blair Top with Camisole,LABEL RITU KUMAR,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/84d16d85a56394df.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=zE%2BQaVvBYGlsR6aKWNCV/9pvdu29ixNC/dR2xHokj%2B8%3D,40ce8fe65827b153
aijo_luxe,410525194_275,Monogram Logo Print Relaxed Fit Cotton T-Shirt,Michael Kors,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a46f52861aa4dd7f.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=yTG/ncKjsgaASvKDqA3Mao%2BL0VEP7gpRBrv9hAGKG%2BE%3D,8988feaf76c95344
aijo_luxe,410455292_f321,Full-Sleeves Allover Logo Print Sweatshirt,EMPORIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/7468c21d21f9a7c3.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=l0phWsnol96e00CYVmXZSDxGXzkgr2boZkpOYcvuDFs%3D,7cb4704015cb8cde
aijo_luxe,701735409_brown,Cotton 2-Piece Sets,Naseebo,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/8ac9a5e5b45482b9.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=wDjsyC9lnYzpL5PUaYPqjuRhPeA5TsZrJrFYKot1fU4%3D,f9edd0ca6304054c
aijo_luxe,702623327_beige,Women Woven Banarasi Handloom Saree,Zal From Benaras,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1360e486e1fa5a25.jpg?se=2026-08-22T08%3A21%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=d%2BCI/ZY%2BvE7OL6CiYCa33aHbAZjaSWY2NB4LER7vGI8%3D,00265ca10d55c19a
aijo_luxe,701325111_green,Women Self-design Kurta Set,Janki India,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/333739a6e41fe56b.jpg?se=2026-08-22T08%3A21%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=5XnMGhV1TSHgQQQtE/qLPkyWh5/fxOy3fre8cPnLXHA%3D,5ba016e005f7dc31
aijo_luxe,700244146_beige,Striped Cowl Tunic with Ribbed Collar,Mati,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f8e4b365b21d0e0c.jpg?se=2026-08-22T08%3A21%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=OWMQncBqHdNlSbf4rtzSATOG/0azeoFtl7MDPr1Oaoc%3D,319f54ca89cc6307
aijo_luxe,410507072_b4l38,Motif Chain Bag Charm,Coach,,"Bags, Belts & Wallets",https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/07401209f22f60d4.jpg?se=2026-08-22T08%3A21%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=JRyTsv8YGIaILFVdzBYuna1bBoKwdDcE0zmZYg0h3%2B8%3D,d13685c0f0abe9d0
aijo_luxe,701492287_pink,Women Graphic Regular Fit Shirt,The House of hemp,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/e9253106f1be2396.jpg?se=2026-08-22T08%3A21%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=Ajh7/aDx71da2c%2BGsvRligLQRhT8ow878McNKxzK4iY%3D,25c5dcc09c630078
aijo_luxe,467024002_yellow,Men Cotton Cutaway Collar Classic Shirt,Andamen,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/844de5b37fcd6b01.jpg?se=2026-08-22T08%3A21%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=auDu%2BBmllC4x4ro4DYyISWJssxerCblrdflhQAtDXdE%3D,fb1dba54fcafa88f
aijo_luxe,462469383_metallic,Antique Musing Claws Lapel Pin,Cosa Nostraa,,Fashion Jewellery,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/00ba63971b074fa3.jpg?se=2026-08-22T08%3A21%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=wLMQn1nIvTieNtvProIwomHYWb2%2B4cQVD3UMNjNCD80%3D,85ea4c152e4a8949
aijo_luxe,410445718_aqua,Embroidered Cotton Shirt,RITU KUMAR,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/94e452b1bb38d8a4.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=OTic%2BZvnQEGGPEEeshhtg%2BpNqxpRCPokk7/Cvu%2Bu4YY%3D,07ff2d1868786566
aijo_luxe,410524754_300,Ribbed Polo Sweater,Tory Burch,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a3962a34b8ea7b6a.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=%2BogcgfXeOV37zE/Jsc7Mc7tl9w3woZCn%2BFnEMaqlyAg%3D,618cb7e691a94f37
aijo_luxe,702140546_burgundy,Women Regular Fit Flared Track Pants,Ikasu,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/d5ea40d827957e88.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=OSoOd%2BbpqdQ1uAI6qnTX7Wq4oWxA9MZUcwa6HcQpJvs%3D,635dc89a8e4b4af5
aijo_luxe,469774079_chalkwhite,Nero Mock-Neck Short Sleeve Relaxed Fit T-Shirt,ALL SAINTS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/075be0fb4f67e8b4.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=7u/wr0NWIFxlBj9NodMpTp0gaAMx/k3DmG99K1nii4c%3D,d48613b7f13e9823
aijo_luxe,701167105_gold,Women Link Chain with Pendant & Lobster Closure,KICKY & PERKY,,Fashion Jewellery,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/41899b92be7a2d28.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=eLRNabIwlYcCvGo/p7Ivqp2dRURIiR2ZOQvvhnGKzfA%3D,579da395208b1a19
aijo_luxe,410308533_048,Stretch Logo Print Jacquard Track Jacket,Michael Kors,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/ae523bb3c45a643f.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=to9EIDr0z4C8OTqiUnmN0An%2BupodZgaqtcJP2F1FYaA%3D,00097b087c04b07d
aijo_luxe,701813125_green,PUMA x KIDSUPER Men's Windbreaker,Puma,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3decf6ddfc429d1d.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=bLjnBHiDzZQHABNeCenOgoB8fQH1iWLK718/2R3K6Zc%3D,4acafe882e00d3a9
aijo_luxe,410456385_260,Lightweight Slim Fit Satin Stretchable Jeans,BOSS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/facc65d01c76404e.jpg?se=2026-08-22T08%3A21%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=MzC8qp6SHVw/rGt%2Bz4fy8n6xqIUMpjM51D3umjNwo5M%3D,950038f5b47a75f1
aijo_luxe,410455799_1846,Logo Print Half Sleeve Regular Fit Crew-Neck T-Shirt,EA7 Emporio Armani,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/bb2e88a05bd40d57.jpg?se=2026-08-22T08%3A21%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=kn19N0APISXYJH5Ui3/MqB2OmStQyNfBoSJHI6Tg03A%3D,c5d3fcaf76967532
aijo_luxe,469806851_ecru,Tri Regular Fit Shirt,ALL SAINTS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/8dee6756a8e0c9c5.jpg?se=2026-08-22T08%3A21%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=K8GXsDmU5MgU%2B8ua9hkZxo71TYEL7mJPWGt7ZYoknKo%3D,e30ed712e414c3f4
aijo_luxe,410327250_260,Ribbed Trims Slim Fit Bomber Jacket,BOSS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/aef4bc456b1bfec7.jpg?se=2026-08-22T08%3A21%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=qxBU/wkhZUgarZFOj6aYV0XX%2Bo25BIVnwDMsRbgAPuE%3D,0fe616f608374d53
aijo_luxe,702802880_fuchsia,Women Floral Print A-Line Dress,Pretty Pixie,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/8de0e4b991dc847d.jpg?se=2026-08-22T08%3A21%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=2RsZv5qcL8Byilvax9ApmiACWBsnF778Od5PGL2xqXQ%3D,585ff730cb7591cc
aijo_luxe,410366700_411,Regent Fitted 1818 Casual Blazer,BROOKS BROTHERS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/795b32847fb15dc9.jpg?se=2026-08-22T08%3A21%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=MecNAdFIyF%2Bpi%2BmdOApaeYGq7BK60QLlM6d77NKvsa8%3D,de82c07fd3a6e597
aijo_luxe,701359413_violet,Women Floral Maxi Skirt,Exotic India,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/529728bf8eb6b080.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=pgkDhp5Nf%2BTIZwM7MH3bS5VJiozpQfrwqxbmtBltyCU%3D,afcd0be4f682ed5f
aijo_luxe,469571566_offwhite,Dallas Midi Skirt,Cult Gaia,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/863ef803b4b58386.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=KYC6FXjuTVu0ByHrlJ1aTCKBPJvrneja7W3SF4l2bhw%3D,0e1e8f53465281f6
aijo_luxe,410458167_55,Non-Iron Oxford Stretch Regent Shirt,BROOKS BROTHERS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/9a17948ff609a26a.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=DsIIyGaAzhn2uJytdUSD985ynSL0a4P6wlZqurznOhQ%3D,039b9e63ab30995f
aijo_luxe,410520851_48,Men Checked Regular Fit Oxford Shirt with Patch Pocket,BROOKS BROTHERS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f335df4e790ffdb6.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=m%2BXskWDgjFlcX0ekB0%2B09SyTY9sk1O/V1EeNhxm/s2A%3D,385eba15e0727aee
aijo_luxe,700246068_multi,Geometric Print Shirt & Pants Co-Ord Set,Nikita Mhaisalkar,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1f716a1af1ef3ad0.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=DpSgHO1HbOcsZ/orHHEdKHRcj8OQ6XWK0EAl3gnVugs%3D,0ac70aa3c010d888
aijo_luxe,465923112_beige,Regular Fit Patti Print Round-Neck T-Shirt,Mati,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/dde62ad9b600d1ad.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=YfbIUOLJhWKEbH2gc/U285Ow4m%2BQxXizkSEyPe3Os0s%3D,0f612457dab088f4
aijo_luxe,410235427_pch10,The Lush Straight Kurta & Pyjama Set,SATYA PAUL,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/6f786c0db10de945.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=bXIff5FRihE86eVB4Kv0n0zO%2BiwVBwfa%2BlArPpCKvPc%3D,4b75a9478e239746
aijo_luxe,410564820_uc001,Logo Series Stretch-Cotton Crew-Neck T-Shirt with Print,EA7 Emporio Armani,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1fdf057d4caea963.jpg?se=2026-08-22T08%3A21%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=D8ii2zAxNlxYlixyTxOUBubS%2BgbJSrluHG1oFwm%2BZDU%3D,9880f9a6f90b7a9a
aijo_luxe,410497892_1200,Athletic ColourblockT-Shirt,EA7 Emporio Armani,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/10fb3b4e40555d49.jpg?se=2026-08-22T08%3A21%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=AR%2B9iUcUpATYaabB7mPdcPC9YN37hWSku53gh0Xda1k%3D,eeac38b1e1ee7ce3
aijo_luxe,702528905_offwhite,Embellished and Embroidery Lehenga Choli Set with Dupatta,Arpita Sulakshana,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/69015f923786fd36.jpg?se=2026-08-22T08%3A21%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=eHoNfhenBouRAI9yrEp/uklTgNBZOoYEpuAKj8Pdxcs%3D,8657e14fed641119
